ImageName,GlobulosBlancosDetectados,ParasitosDetectados,Leu_median_Area,Leu_median_BoundingBox,Leu_median_Eccentricity,Leu_median_Circularity,Leu_median_Diameter,Leu_median_Solidity,Leu_median_Perimeter,Leu_median_Intensity,Par_median_Area,Par_median_BoundingBox,Par_median_Eccentricity,Par_median_Circularity,Par_median_Diameter,Par_median_Solidity,Par_median_Perimeter,Par_median_Intensity
20170824_105405.tiff,34,40,3342.5,301.75,0.553552667436356,0.793186429048293,65.2362936834938,0.931588511731085,225.231,0.107218837226472,203.5,216.75,0.594778557415084,0.882073099178494,16.0966060990826,0.914818945158751,54.298,0.585915833657466
20170824_105535.tiff,33,36,3275,207.75,0.539810386819032,0.781821081791033,64.5744493511765,0.920808008580622,231.615,0.101679158149747,225,276.75,0.624601106059156,0.840198587828021,16.9255203350209,0.902352006763941,56.709,0.574056059193015
20170824_105629.tiff,31,35,3574,274.25,0.594988326352445,0.746837950177713,67.4578248454801,0.921098626716604,246.104,0.107638098693361,206,270.75,0.604175512959433,0.881488546575637,16.195287778099,0.913690476190476,54.236,0.587129210658623
20170824_105753.tiff,28,56,3481,262.75,0.628008098167303,0.708788925088741,66.5743152304409,0.913250664015636,254.838,0.103531682284362,256,239.75,0.60513501750862,0.840752675527191,18.0535156650972,0.905866020793951,66.348,0.578446963600762
20170824_105849.tiff,22,76,3172,247.25,0.61368817917509,0.783718879870114,63.5483262780922,0.920761060688512,236.9585,0.107022007905252,202,223.75,0.610223589386624,0.864425810506514,16.0372320627761,0.90426441171122,52.884,0.586883935553261
20170824_105932.tiff,25,52,3279,300.25,0.676022324268119,0.802630387510154,64.6138720956003,0.925561443350997,234.121,0.105805709906113,221.5,336.75,0.662083077276076,0.847108562911618,16.7878640414031,0.908153701968135,56.821,0.58540844370827
20170824_110030.tiff,22,70,3303.5,227.25,0.607207682007017,0.777633692892439,64.8511208178564,0.92383209063252,230.403,0.106726830370797,221,266.75,0.672346406799536,0.836479642029791,16.7743905404518,0.907269884698065,57.95,0.57939586645469
20170824_110132.tiff,24,52,3395,317.75,0.62674192580349,0.857372612562838,65.7455313164081,0.94907035098119,230.4955,0.112137008332336,199,188.75,0.614972197374133,0.881788612880854,15.9175460122487,0.915364583333333,52.322,0.607102451809828
20170824_110244.tiff,20,61,3674.5,379.75,0.58138995214834,0.813846660963696,68.3901923049181,0.939424102180705,240.2375,0.100237907607327,190,212.75,0.609840569017738,0.882584624269589,15.5536334500875,0.916981132075472,52.566,0.585138004246285
20170824_110358.tiff,27,56,3662,407.75,0.635955863178351,0.79319464413646,68.2832571925224,0.925214754926731,241.292,0.107551910844768,214.5,251.25,0.631106393511602,0.873525851906099,16.5257558758175,0.911314264464347,56.097,0.596046101149908
20170824_110550.tiff,21,73,3918,289.25,0.522511050236969,0.837127875260079,70.6296859420482,0.937187567920017,243.814,0.10547579723034,173,298.25,0.649275140571583,0.873797757699936,14.8415107465239,0.908602150537634,50.266,0.587473824481249
20170824_110711.tiff,22,56,3534.5,305.75,0.541548266835598,0.809925008862654,67.063794914812,0.936018735939716,235.4895,0.111796289373427,175,231.25,0.668042409557407,0.873663425702554,14.9270533036046,0.911809404612909,49.419,0.586427776147285
20170824_110836.tiff,25,52,3757,232.75,0.561531515485509,0.833503981968601,69.1632920671797,0.939152820032764,237.892,0.100832071330124,197,300.75,0.605853835333256,0.8855241463026,15.8373522724407,0.916277641277641,55.597,0.583515965718428
20170824_111051.tiff,19,57,3363,286.75,0.591933802321086,0.821508379181372,65.4362635619146,0.923698384201077,234.146,0.109641205736026,252,322.25,0.650269262506102,0.844082081333371,17.9124639643255,0.910112359550562,58.636,0.598974909112582
20170824_111154.tiff,24,58,3520.5,221.75,0.597461073294447,0.831494492674722,66.9507687502821,0.935635433537221,231.9335,0.0994462072595687,217,238.75,0.609322116243709,0.867629014226581,16.6218865842473,0.910714285714286,55.857,0.583886656939364
20170824_111412.tiff,27,46,3496,363.25,0.623696103864607,0.823358276858053,66.7176546979443,0.937770562770563,234.601,0.109948041111997,200,273.25,0.640975343429865,0.864321507477305,15.9479021249961,0.908824002574003,51.156,0.588067007285688
20170824_111621.tiff,28,69,3331.5,216.75,0.655866436492635,0.823935914549574,65.1289294764265,0.917178499286602,227.1165,0.122550411733561,157,294.75,0.682200837263328,0.847710156324294,14.1385504392572,0.902127659574468,48.902,0.611632888449497
20170824_111915.tiff,25,45,3519,234.75,0.609333033662536,0.774259657250623,66.9367608861008,0.93555900621118,239.554,0.11003325306731,140,227.75,0.67436014603507,0.869624489392783,13.3511623562491,0.911184210526316,44.618,0.576749833060159
20170824_112118.tiff,20,31,3925.5,326.75,0.585697229398714,0.812262807403097,70.6971915490255,0.929901884845155,255.769,0.104357523341394,186,273.75,0.65163620114788,0.836348508075987,15.3890401039422,0.91866028708134,48.298,0.572563228189827
20170824_112349.tiff,29,47,3479,252.25,0.633434270205751,0.741846755585518,66.5552430401515,0.894029384182557,234.924,0.12365679321374,183,297.75,0.606838429016633,0.869890083319514,15.2644304409478,0.909814323607427,51.416,0.609231758277082
20170824_112450.tiff,22,72,4002,214.25,0.493833238390529,0.806273809585572,71.3826944615619,0.935191254536766,257.852,0.113007658890695,219.5,224.25,0.603902770132445,0.891375352969655,16.7174405090513,0.91875,55.783,0.600831625039452
20170824_112601.tiff,18,99,3827,292.25,0.662198055823646,0.772285868401457,69.8042674405287,0.910395938773766,256.475,0.113714774484479,266,293.75,0.629590728676632,0.888621521686759,18.4033072815609,0.920863309352518,60.778,0.563651697238035
