ImageName,GlobulosBlancosDetectados,ParasitosDetectados,Leu_median_Area,Leu_median_BoundingBox,Leu_median_Eccentricity,Leu_median_Circularity,Leu_median_Diameter,Leu_median_Solidity,Leu_median_Perimeter,Leu_median_Intensity,Par_median_Area,Par_median_BoundingBox,Par_median_Eccentricity,Par_median_Circularity,Par_median_Diameter,Par_median_Solidity,Par_median_Perimeter,Par_median_Intensity
20170728_201358.tiff,19,2,734,389.25,0.708798321638809,0.538023261205237,30.5705385270788,0.779951100244499,120.554,0.236270064700944,238,291.75,0.585015889088293,0.891051801307007,17.1254287243698,0.916734417344173,57.652,0.58321154548776
20170728_201531.tiff,37,3,548,247.75,0.766119131673582,0.532800882519977,26.4146790727215,0.808641975308642,113.707,0.234913746919533,331,429.25,0.723748718185156,0.854330122269191,20.5290596303713,0.916897506925208,70.694,0.427344351637936
20170728_201846.tiff,13,8,2245,314.25,0.748180111638429,0.446694363381803,53.4642196046145,0.798529411764706,228.92,0.202745971439801,149.5,303.25,0.661147376900536,0.849612969982164,13.7537677417291,0.901492537313433,46.305,0.575704764508093
20170728_202317.tiff,13,6,675,263.75,0.755196867617809,0.49594103316573,29.3161507141752,0.797314996725606,120.993,0.227516939497511,121.5,632.25,0.713698164349795,0.914068913412749,12.4333357297228,0.904746537830312,40.21,0.60721138817846
20170728_202444.tiff,15,0,801,385.25,0.733066594729613,0.543349794186409,31.9353233165544,0.827027027027027,135.598,0.235969990492597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20170728_202638.tiff,27,3,451,204.75,0.767813842991326,0.5771360511019,23.9631182168673,0.814285714285714,105.933,0.240589539585235,122,489.75,0.76668449758362,0.832786426132946,12.463355264843,0.859154929577465,42.906,0.434184239733629
20170728_202844.tiff,31,0,692,279.25,0.779929363304123,0.587259411540493,29.6830214930477,0.817801047120419,128.362,0.241915604951658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20170728_203120.tiff,20,0,774,473.75,0.788920667930374,0.507866818158997,31.3830081396101,0.837920365450658,138.402,0.238214102816117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20170728_203231.tiff,20,1,915.5,310.75,0.763709092714019,0.493703811531544,34.1400690321114,0.791890681003584,144.017,0.240292990759522,99,634.75,0.404199695830273,1.14656285777047,11.2272309555287,0.961165048543689,32.94,0.477559912854031
20170728_203350.tiff,29,2,824,273.25,0.757089909135656,0.564312625662559,32.390575556198,0.863865546218487,116.378,0.226856374318681,217,550.25,0.839525273603019,0.884304835272969,15.6940888267527,0.929197994987469,53.769,0.424887097300117
20170728_203629.tiff,30,1,593.5,244.25,0.801438118057144,0.476624838464716,27.4848989701984,0.804177992288042,128.6755,0.235962118695115,141,732.25,0.591904662289441,1.09860499276837,13.398760233979,0.965753424657534,40.16,0.364205256570714
20170728_203756.tiff,12,4,778,319.75,0.796030881830265,0.502670292208302,30.8970763392682,0.778678361745166,149.112,0.226074333879974,130,641.25,0.679656019713274,1.00945252545264,12.8651213008515,0.956106563954422,40.028,0.55706923006806
20170728_203924.tiff,21,2,523,252.75,0.733572154185441,0.479310040727996,25.8051212339041,0.783109404990403,124.665,0.23644923315861,191.5,788.25,0.502749437122088,0.79839705724122,14.9690947234645,0.896101874338377,51.842,0.354771759589204
20170728_204054.tiff,28,2,876,316.75,0.73565791396972,0.535412062680335,33.3527623545127,0.813696990876792,138.0545,0.231180937324728,189.5,596.25,0.815564779077958,0.854431061549912,14.9303562879583,0.902552789158525,51.747,0.545552415464442
20170728_204238.tiff,19,2,650,434.75,0.750433506073426,0.527786438378094,28.768136958758,0.82780410742496,143.231,0.239236769976809,261.5,526.75,0.469607658767481,1.03004246912209,18.0408717493187,0.955290262172285,56.312,0.361508102663921
20170728_204610.tiff,30,3,735.5,263.25,0.822602613048847,0.580416046667704,30.5799396773972,0.846594645935082,113.9885,0.235569098146535,581,443.75,0.76773962568954,0.84647088247349,27.1983855309673,0.919161676646707,89.914,0.419759688387139
20170728_204732.tiff,23,3,620,564.25,0.781424365523594,0.495113271372884,28.0964146776026,0.797940797940798,132.869,0.238884455313855,200,739.25,0.572774127228884,0.931035687159042,15.9576912160573,0.940789473684211,53.384,0.579901960784314
