ImageName,GlobulosBlancosDetectados,ParasitosDetectados,Leu_median_Area,Leu_median_BoundingBox,Leu_median_Eccentricity,Leu_median_Circularity,Leu_median_Diameter,Leu_median_Solidity,Leu_median_Perimeter,Leu_median_Intensity,Par_median_Area,Par_median_BoundingBox,Par_median_Eccentricity,Par_median_Circularity,Par_median_Diameter,Par_median_Solidity,Par_median_Perimeter,Par_median_Intensity
20190709_174954.jpg,12,9,2433.5,225.25,0.592305673288074,0.763520330263223,55.2785088210134,0.931699288436193,198.7825,0.131493692684628,143,266.75,0.59279054612311,0.962641387463558,13.4934522972117,0.93984962406015,45.61,0.534901960784314
20190709_175101.jpg,7,2,3063,299.75,0.699401098272076,0.751152258224271,62.4494413547776,0.90940929255195,200.594,0.128148204082661,150.5,366.25,0.707106708496317,0.951728289405862,13.8384792475962,0.930689655172414,44.589,0.471540162493252
20190709_175208.jpg,9,15,3573,249.25,0.572963468059082,0.906086790701696,67.4483868846301,0.965936739659367,226.405,0.114815434503749,169,366.75,0.579771457249062,0.985121938618095,14.6689291722417,0.934426229508197,45.718,0.514494637634059
20190709_175405.jpg,9,13,3243,552.75,0.780522458918663,0.613591111824201,64.2581967034256,0.828254847645429,267.979,0.126866684173671,146,434.75,0.50690658890791,0.961818049089853,13.6342573516614,0.923566878980892,43.568,0.514211348256117
20190709_175459.jpg,6,23,3085.5,261.75,0.622600237035169,0.851311278297482,62.1326339097596,0.955646402889269,204.2535,0.132006790278287,164,287.25,0.562179181284551,0.915510714063815,14.4503039876871,0.940677966101695,44.196,0.517171717171717
20190709_175548.jpg,19,3,3387,365.25,0.561050797026511,0.829967276907953,65.6693409287622,0.945349054838106,242.516,0.116017443023458,100,760.75,0.550210199616788,0.951149590491176,11.2837916709551,0.927835051546392,36.348,0.442745098039216
20190709_175659.jpg,11,21,3776,525.25,0.523941078796173,0.847957484302228,69.3379587305537,0.957939417325873,245.608,0.116204821480832,124,376.25,0.625737589931539,0.979681914209254,12.5650986286284,0.925531914893617,40.458,0.499028440204911
20190709_175802.jpg,8,34,1874,434.25,0.583943959558997,0.598310119335308,44.284025957289,0.851236161543277,192.518,0.160075697471752,157.5,161.75,0.544381664342589,0.9251753331818,14.1601718846548,0.931268436578171,45.987,0.538462159967001
20190709_175914.jpg,4,9,3455.5,728.75,0.588039891115886,0.877316550830389,66.0831967615257,0.959179870884236,215.488,0.113312008017881,164,629.25,0.636838245540297,0.95890587737849,14.4503039876871,0.920529801324503,47.752,0.520891522076457
20190709_180004.jpg,9,35,386,313.25,0.744590138461222,0.455254294783598,22.1691331420011,0.808695652173913,105.007,0.202935443183121,162,245.25,0.640322880925693,0.921831722572002,14.3619220944516,0.919642857142857,47.57,0.516265877420151
20190709_180108.jpg,8,2,4261,553.75,0.537245913733554,0.770359385993112,73.6534503557263,0.926348329969104,258.4725,0.127759621386166,98.5,750.25,0.789027634511037,0.922270989798725,11.1761850601798,0.919946808510638,36.538,0.47680539636764
20190709_180141.jpg,14,10,3210,215.25,0.632556759272612,0.853514758296026,63.8502585614128,0.943510151352202,203.637,0.120782825502837,171,302.75,0.58851941496035,0.889041007906338,14.7447929563161,0.919378698224852,50.312,0.462900287706789
20190709_180928.jpg,12,15,3155,425.25,0.584254758399933,0.829705818826809,63.2697419931995,0.942299604853456,214.955,0.110320956577633,208,198.25,0.643924157184657,0.900046010589246,16.2737157805129,0.924812030075188,57.222,0.457322682159284
20190709_181037.jpg,11,8,2720,390.75,0.502368616642374,0.975560499736415,58.849057440877,0.974638957379359,186.701,0.110737898339676,136,468.25,0.583263007052834,0.894998582453453,13.1156494315107,0.908555216062855,43.51,0.506895279493939
20190709_181117.jpg,7,9,4132,464.25,0.611786195314333,0.765528693803914,72.5329290656712,0.940339859623199,259.297,0.117885690049731,188,509.25,0.653070253141978,0.954358859787818,15.4715556557901,0.937869822485207,49.754,0.495861940990907
20190709_181226.jpg,10,16,1112.5,265.75,0.59863294597361,0.618050805059305,36.8922113694358,0.818573778769567,165.396,0.202158948725534,234.5,311.25,0.581723057750896,0.913972878423828,17.2776535485854,0.907086795937211,58.359,0.530535471559142
20190709_181441.jpg,16,7,772.5,333.75,0.662840966633075,0.808629901573286,31.3559258798014,0.929211627933217,127.51,0.188534504710975,224,257.25,0.619024981077914,1.00084377474576,16.888032982579,0.945147679324895,54.956,0.447907822922984
20190709_181759.jpg,10,6,3572.5,378.75,0.525570896234738,0.830695537673737,67.3994554494273,0.940754599120201,224.689,0.110313566130855,171,382.75,0.485898452175511,0.931770004082786,14.6816352711815,0.919267299864315,47.715,0.467957560621358
20190709_181824.jpg,12,12,4665,357.25,0.535779788976179,0.858646354904925,77.0471761021215,0.955553666443453,250.289,0.106728499789565,125.5,335.25,0.749745397648169,0.881090867723933,12.6406430180387,0.918083768940647,40.938,0.515226503675035
20190709_181906.jpg,11,7,3490,252.75,0.625257569161341,0.792785162297947,66.6603781201826,0.935329642677403,242.73,0.118065419716274,121,546.25,0.575016458628674,0.964803281634437,12.4121708380506,0.942675159235669,43.832,0.508593888005653
